Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4318447092,https://www.linkedin.com/jobs/view/4318447092,Pending,2025-10-28 22:34:41.652606,2025-11-02 22:34:41.688856,Found a Bad Word in About Job,"
About the job
Company Description
 Alligator Automations India Pvt. Ltd. is an engineering company specializing in providing turnkey project solutions for various end-of-line packaging needs in industries such as Food Production, Chemicals, Manufacturing, and Pharmaceuticals. The company focuses on innovation, quality, and a customer-centric approach to deliver efficient automated solutions.
 Role Description
 This is a full-time remote role for a Fresher Engineer at Alligator Automations India Pvt. Ltd. The Fresher Engineer will be responsible for assisting in the design, installation, and maintenance of automated packaging systems. Daily tasks may include troubleshooting technical issues, collaborating with the engineering team, and supporting project managers in delivering successful automation projects.
 Qualifications
  Knowledge of engineering principles and design
Basic understanding of automation technologies
Strong problem-solving and analytical skills
Ability to work collaboratively in a team environment
Excellent communication and interpersonal skills
Willingness to learn and adapt to new technologies
Bachelor's degree in Engineering or related field

Contains bad word ""Manufacturing"". Skipping this job!
",Skipped,Not Available
4313013676,https://www.linkedin.com/jobs/view/4313013676,Pending,2025-10-19 22:35:06.985797,2025-11-02 22:35:07.071620,Found a Bad Word in About Job,"
About the job
YES (Yield Engineering Systems, Inc.) is a leading manufacturer of reliable, high-tech, cost-effective capital equipment that transforms materials and surfaces at the nanoscale. From startups to the Fortune 50, our customers rely on YES to help them unleash products that change lives – from cell phones and IoT devices to AI and virtual reality, to diagnostic tests for COVID.
As a preferred provider of wet and dry process technology, we look forward to talking with smart, energetic, team-oriented people who can grow with us. We provide competitive salaries and benefits, including long-term incentives and some of the best co-workers you’ll find anywhere. If this appeals to you, please read on!

Job Title: CAE Engineer/CFD Specialist
Location: Coimbatore.

Responsibilities include but are not limited to:
Develop models and simulations of semiconductor process equipment to derive actionable insights and information to optimize performance 
Collaborate with engineers and scientists to apply and test these simulations 
Develop innovative methods and applications such as hybrid digital twins, generative design, etc.
Write detailed technical reports and presentations of simulation methods and results 
Train other engineers and scientists in the use of simulation software or models 

Minimum Qualifications:
Master’s in mechanical engineering, aerospace engineering, chemical engineering, materials science or related field where training in computer aided engineering and CFD is part of the curriculum 
Professional experience with CFD software, including ANSYS, Fluent, Star-CCM+, etc. 
Experience with CAD software, including SolidWorks, Creo, CATIA, NX, AutoCAD, etc. is desirable
Strong understanding of fluid mechanics, heat transfer, mechanical stress principles 
Ability to interpret and analyze data 
Excellent problem-solving, communication, presentation, and interpersonal skills .

Preferred Qualifications:
PhD degree in mechanical engineering, aerospace engineering, chemical engineering, materials science or related field 
Candidates from Tier 1 Colleges like IIT, IISc, NIT are Preferred.
CFD certification, such as from the American Institute of Aeronautics and Astronautics 
Experience with programming languages, including C++, Fortran, Python, etc. 
Experience with high-performance computing (HPC) systems 

Compensation:
YES offers a stimulating work environment, competitive salaries, healthcare benefits and long-term incentives. 

Additional Information:
YES is an equal opportunity employer and values diversity. All employment is decided based on qualifications, merit, and business need.

Come find out why YES is such a great place to work. Apply today!

Contains bad word ""Mechanical"". Skipping this job!
",Skipped,Not Available
4314615531,https://www.linkedin.com/jobs/view/4314615531,Pending,2025-10-19 22:35:09.779391,2025-11-02 22:35:09.842248,Found a Bad Word in About Job,"
About the job
About Company

Dar Al-Handasah (Shair and Partners) is the founding company of the Dar Group, an international consortium of professional service firms. Through its 18,000 staff members, Dar Group assists clients in over 100 countries around the world. Dedicated to planning, designing, engineering, and project managing facilities, installations and structures, Dar Group further contributes to the sustainable advance of communities worldwide. Undermentioned shows ranking of Dar Group among the top 225 companies worldwide. For more information, you may visit https://dar.com

Position: Industrial Engineer – Aviation Systems
(Baggage Handling systems, aircraft cargo handling systems and facilities, and aircraft boarding bridges (PLB).

Department: Mechanical
Job Location: Pune & Bengaluru
Experience: 1 to 3 years

You can also send your CVs at aditi.toshniwal@dar.com/ Zuhaibulla.s@dar.com

Job Overview:
Dar Al-Handasah is seeking a highly motivated Industrial or Mechanical Engineer to join our Aviation Team in Pune Office and Bengaluru office, focusing on Baggage Handling Systems (BHS), Cargo Handling systems and Facilities, and aircraft Passenger Boarding Bridges (PLB),. The successful candidate will support the planning and design of aviation systems for major international airport projects.

Key Responsibilities:
Assist in the engineering/design and layout of Baggage Handling Systems, including check-in conveyors, in-line screening, sortation, makeup, and reclaim systems.
Perform capacity analysis and equipment sizing and design for BHS and cargo systems based on passenger and cargo forecasts.
Support the planning and design of PLB systems, ensuring compatibility with aircraft types, apron layout, and terminal interfaces.
Contribute to the design of air cargo terminals, including flow planning, storage layouts, and handling equipment.
Prepare technical design reports, drawings, and equipment specifications.
Participate in the development of operational concepts for baggage and cargo processes.
Coordinate with architects, structural engineers, and MEP teams to integrate aviation systems within the terminal and apron design.
Use BIM (Revit) and AutoCAD to produce and update system layouts.
Contribute to the integration of automated and semi-automated systems in line with international standards and emerging technologies.

Qualifications:
Bachelor’s degree in industrial engineering, Mechanical Engineering, or a related field from a reputable university.
0–3 years of experience in aviation systems design or relevant engineering fields.
Strong analytical and systems-thinking skills.
Excellent communication skills in spoken and written English.
Basic proficiency in AutoCAD, Revit, and Microsoft Office applications.

Kind Note:

* While we carefully review all applications, only candidates meeting the specified requirements will be contacted for further consideration. We appreciate your understanding and thank all applicants for their interest.

Contains bad word ""Mechanical"". Skipping this job!
",Skipped,Not Available
4315666719,https://www.linkedin.com/jobs/view/4315666719,Pending,2025-10-19 22:35:14.750568,2025-11-02 22:35:14.796697,Found a Bad Word in About Job,"
About the job
Company Description

Sandisk understands how people and businesses consume data and we relentlessly innovate to deliver solutions that enable today’s needs and tomorrow’s next big ideas. With a rich history of groundbreaking innovations in Flash and advanced memory technologies, our solutions have become the beating heart of the digital world we’re living in and that we have the power to shape.

Sandisk meets people and businesses at the intersection of their aspirations and the moment, enabling them to keep moving and pushing possibility forward. We do this through the balance of our powerhouse manufacturing capabilities and our industry-leading portfolio of products that are recognized globally for innovation, performance and quality.

Sandisk has two facilities recognized by the World Economic Forum as part of the Global Lighthouse Network for advanced 4IR innovations. These facilities were also recognized as Sustainability Lighthouses for breakthroughs in efficient operations. With our global reach, we ensure the global supply chain has access to the Flash memory it needs to keep our world moving forward.

Job Description

We are seeking a highly motivated student or recent graduate to join Sandisk's Global Operations organization within the Supply Chain team.

Essential Duties & Responsibilities

Design, build, and improve Sandisk’s supply chain by applying IE principles and using industry standard systems (Enterprise Resource Planning & Advanced Planning and Scheduling)
Provide project management expertise on various qualification activities for existing products and new products. 
Analyze, create and implement manufacturing and/or business process improvements that increase capacity, reduce lead-time, and eliminate non-value added activities.
Responsible for planning supply, and customer order fulfillment for specific products.
Analyze and resolve daily supply plan mismatches to demand, produce weekly material and capacity plans for the factories, weekly closure of excess and obsolete inventory, and daily closure of inquiries from internal customers.
Complete capacity analysis internally and/or at suppliers for headcount, equipment and space requirements using effective tools.
Manage multiple projects and tasks simultaneously and effectively influence, negotiate, and communicate with internal and external business partners, contractors and vendors.

Qualifications

Required: 

Master’s degree in Industrial engineering/supply chain management or equivalent work experience.
Understanding of supply chain best practices 
Ability to manage multiple project schedules simultaneously with aggressive deadline requirements 
Extensive data analytical skills including advanced knowledge of MS Excel, SQL, Tableau, Power BI
Good understanding of mathematical modelling like Linear programming/Optimization etc.
Preferred Experience with Advanced Planning Systems such as i2 

Skills

Effective communication skills with the ability to work with multiple organizations in a fast-paced, dynamic environment. 
Great teammate, highly motivated, ambitious, and a quick learner

Additional Information

Sandisk thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.

Sandisk is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@sandisk.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.

Contains bad word ""Contractor"". Skipping this job!
",Skipped,Not Available
4297830417,https://www.linkedin.com/jobs/view/4297830417,Pending,2025-10-03 22:35:19.462443,2025-11-02 22:35:19.511883,Found a Bad Word in About Job,"
About the job
About SCG in India
SCG is expanding in India with a strong focus on manufacturing excellence, sustainable construction technologies, and operational innovation. Our activities include introducing lightweight AAC wall systems to modernize construction, operating India as a strategic sourcing base for global industries, and maintaining international leadership in sustainability and governance.

For engineers, this means exposure to world-class plant operations and process optimization in one of India’s fastest-growing industrial ecosystems.

About the Role
As a Production Engineer, you will ensure that SCG’s manufacturing operations in India run efficiently, safely, and consistently at the highest quality.

Key Responsibilities
Monitor daily production operations and ensure output meets quality standards.
Analyze process data and propose improvements in efficiency and yield.
Coordinate with maintenance and quality teams to minimize downtime.
Support trials of new materials, processes, or technologies.
Document production results and prepare loss analyses.
Ensure compliance with safety and environmental regulations.

Qualifications
Bachelor’s degree in Mechanical, Industrial, or related Engineering fields.
0–3 years of production or manufacturing experience; new graduates are welcome.
Analytical mindset with problem-solving skills.
Familiarity with Lean or Six Sigma tools is an advantage.

Career Development
This role offers a pathway into senior production engineering, plant management, or operational excellence within SCG’s global network.

Contains bad word ""Mechanical"". Skipping this job!
",Skipped,Not Available
4293764828,https://www.linkedin.com/jobs/view/4293764828,Pending,2025-10-19 22:35:24.179724,2025-11-02 22:35:24.337105,Found a Bad Word in About Job,"
About the job
Fictiv Exists to Enable Hardware Innovators to Build Better Products, Faster

Fictiv exists to help product innovators create.

Fictiv is a global manufacturing and supply chain company that enables organizations to scale globally across Fictiv’s four global manufacturing centers in India, Mexico, China, and the U.S.. Companies use Fictiv to access high-quality production, optimize supply chain logistics, and mitigate supply chain risk—ensuring they can move from prototype to full-scale manufacturing with speed and confidence. To date, Fictiv has delivered more than 35 million commercial and prototype parts for industries such as aerospace, robotics, automotive, climate tech, and more, helping them innovate faster, free up precious resources, and drive profitable growth.

What’s in it for you?

Opportunity To Unlock Your Creativity

Think of all the times you were held back from trying new ideas because you were boxed in by bureaucratic legacy processes or old school tactics. Having a growth mindset is deeply ingrained into our company culture since day 1 so Fictiv is an environment where you have the creative liberty and support of the team to try big bold ideas to achieve our sales and customer goals.

Opportunity To Grow Your Career

There are plenty of sales jobs out there. The question is whether any of them will help you grow in your career? Will you be challenged by teammates to achieve your potential? Or are they roles that will ask you to do more of what you've already mastered. At Fictiv, you'll be surrounded by supportive teammates who will push you to be your best through their curiosity and passion.

Impact In This Role

We bridge the gap between complex customer requirements and practical manufacturing solutions by accurately interpreting technical drawings, performing precise cost analysis, and ensuring manufacturability through DFM (Design for Manufacturability) reviews. We engage directly with customers to clarify requirements, address technical questions, and provide transparent guidance that balances cost, quality, and lead time.

We streamline quoting workflows by reducing manual touchpoints, standardizing processes, and enabling faster decision-making. We proactively identify risks whether in material sourcing, tolerance challenges, or production feasibility and work with cross-functional teams to resolve them before they impact delivery.

Our work enhances the customer experience by combining deep technical expertise with clear, timely communication. We act as the link between customer needs and manufacturing capabilities, ensuring quotes are accurate, timelines are realistic, and outcomes meet or exceed expectations.

You will report to the Global Solution Engineering Director.

What You’ll Be Doing 

Accurate & Timely Quoting
Provide cost estimates for CNC machining and other manufacturing processes with high precision. 
Perform DFM (Design for Manufacturability) analysis to highlight risks, suggest design changes, and optimize for cost and lead time. 
Apply process knowledge to quote complex parts confidently, even in challenging timelines. 
Technical Support & Expertise
Interpret engineering drawings, GD&T, and material requirements to ensure feasibility. 
Provide alternatives for difficult-to-source materials or complex geometries. 
Offer process guidance for machining, finishing, and assembly needs. 
Deliver region-specific manufacturing expertise across the US, India, China, and Mexico. Optimized to match the customer’s unique requirements, budget constraints, lead time goals, and project priorities. 
Customer Engagement & Education
Direct communication with customers to clarify requirements, resolve design concerns, and ensure alignment on expectations. 
Provide proactive updates during quoting or project execution to reduce uncertainty. 
Educate customers on trade-offs between cost, lead time, and quality. 
Cross-functional Collaboration
Work with internal teams (Sales, Operations, Sourcing, Quality & Logistics) to ensure smooth project execution. 
Engage with manufacturing partners to validate capabilities, pricing, and delivery timelines. 
Risk Identification & Mitigation
Detect potential manufacturing challenges early, reducing costly rework or delays. 
Recommend alternative manufacturing processes, tolerances, or materials when required. 
Platform-driven Quoting Solutions
Leverage platform tools to automate portions of the quoting process for speed and accuracy. 
Balance risk by determining when to quote on-platform vs. escalate to High Touch (HT) quoting. 
Desired Traits

Meticulous, detail oriented, inclination for documentation
Excellent verbal and written communication skills in English required
Self-starter, manages time efficiently, able to complete work in a timely manner without active supervision
Enjoys sharing knowledge and teaching others about manufacturing processes
4-year Mechanical Engineering degree or equivalent technical training
Understanding of GD&T and conventional (coordinate) tolerancing
Knowledge of manufacturability, and limitations, of common metals and plastics
Exposure to multiple custom mechanical manufacturing processes (sheet metal, urethane casting, injection molding, etc…)
CNC machining and 3D printing experience is a must

About Fictiv

Fictiv is transforming how the next rockets, self-driving cars, and life-saving robots are designed, developed, and delivered to customers around the world. People who succeed at Fictiv are talented, creative, and driven to achieve professional excellence and support our vision to help product innovators create.

We’re actively seeking teammates who:

Bring diverse perspectives and experience to our culture and company. 
Excel at being part of a strong, empathetic team.
Thrive in an environment emphasizing respect, honesty, collaboration, and growth.
Have an ‘always learning’ mindset that celebrates learning, not just wins. 
Help us continue to build a world-class organization that values the contributions of all of our teammates

We encourage applications from members of underrepresented groups, including but not limited to women, members of the LGBTQ community, people of color, people with disabilities, and veterans.

Contains bad word ""CNC"". Skipping this job!
",Skipped,Not Available
4314601346,https://www.linkedin.com/jobs/view/4314601346,Pending,2025-10-19 22:35:29.117368,2025-11-02 22:35:29.153612,Found a Bad Word in About Job,"
About the job
Company Description

Sandisk understands how people and businesses consume data and we relentlessly innovate to deliver solutions that enable today’s needs and tomorrow’s next big ideas. With a rich history of groundbreaking innovations in Flash and advanced memory technologies, our solutions have become the beating heart of the digital world we’re living in and that we have the power to shape.

Sandisk meets people and businesses at the intersection of their aspirations and the moment, enabling them to keep moving and pushing possibility forward. We do this through the balance of our powerhouse manufacturing capabilities and our industry-leading portfolio of products that are recognized globally for innovation, performance and quality.

Sandisk has two facilities recognized by the World Economic Forum as part of the Global Lighthouse Network for advanced 4IR innovations. These facilities were also recognized as Sustainability Lighthouses for breakthroughs in efficient operations. With our global reach, we ensure the global supply chain has access to the Flash memory it needs to keep our world moving forward.

Job Description

Take charge of operational demand across Asia regions (China, India , ROA and Japan) as a strategic planner at Sandisk. Thrive in a fast-paced environment, collaborating closely with regional sales and business operations teams to ensure success in Sandisk Consumer business.

Role Responsibilities

Manage APAC (China, India, ROA and Japan) CSF by SKU and family level for rolling 8 quarters, ensuring optimal alignment with company goals.
Monitor booking and shipping attainment by Unit and PB, making real-time adjustments to the operational plan for maximum efficiency.
Maintain a detailed forecast profile at a weekly granularity, incorporating order bookings, regional promotions, and feedback from Sales, Marketing, and BU.
Oversee operational plan buffers, aligning with financial forecasts by Unit and PB at SKU and family levels.
Collaborate with WW CSF coordinator on allocation and memory transition requirements, supporting technology transitions and new product launches.
Ensure timely execution of weekly tasks, adhering to allocation and NPI guidelines, and minimizing non-net occurrences through effective MDM.
Gather and track Ship In/Sell Through assumptions from all RSMs (Regional Sales Manager) for the current and next quarters, ensuring accurate financial forecasting.
Host monthly L2 meetings with regional sales and BU teams to discuss quarterly numbers, providing critical inputs for near-term financial forecasts.
Deliver weekly summaries to BU, regional Sales GMs, Sales, and Pricing teams during weekly meetings, highlighting key insights and performance metrics

Qualifications

Master’s degree in Industrial Engineering/Supply Chain or related fields preferred.

Strong analytical skills with a proven ability to interpret complex data, identify trends, and generate actionable insights.
Excellent communication and interpersonal abilities, adept at collaborating effectively across diverse teams.
Highly detail-oriented with a steadfast commitment to accuracy and data integrity.
Demonstrated capability to manage multiple priorities and meet tight deadlines in fast-paced environments.

Additional Information

Sandisk thrives on the power and potential of diversity. As a global company, we believe the most effective way to embrace the diversity of our customers and communities is to mirror it from within. We believe the fusion of various perspectives results in the best outcomes for our employees, our company, our customers, and the world around us. We are committed to an inclusive environment where every individual can thrive through a sense of belonging, respect and contribution.

Sandisk is committed to offering opportunities to applicants with disabilities and ensuring all candidates can successfully navigate our careers website and our hiring process. Please contact us at jobs.accommodations@sandisk.com to advise us of your accommodation request. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.

Contains bad word ""Manufacturing"". Skipping this job!
",Skipped,Not Available
4297834328,https://www.linkedin.com/jobs/view/4297834328,Pending,2025-10-03 22:35:33.851093,2025-11-02 22:35:33.893261,Found a Bad Word in About Job,"
About the job
About SCG in India
SCG’s India growth is underpinned by sustainable product innovation and high-performance operations. By combining advanced construction systems, integrated supply chains, and world-class ESG practices, SCG offers engineers opportunities to work on cutting-edge manufacturing technology.

About the Role
As a Maintenance Engineer, you will be responsible for keeping SCG’s mechanical equipment reliable, efficient, and safe.

Key Responsibilities
Develop and implement preventive maintenance plans for plant equipment.
Troubleshoot and repair breakdowns quickly to minimize downtime.
Analyze equipment performance data and recommend improvements.
Manage spare parts inventory for critical components.
Support installation and commissioning of new machinery.
Ensure compliance with safety and maintenance standards.

Qualifications
Bachelor’s degree in Mechanical Engineering (required).
0–3 years in plant maintenance or mechanical engineering; new graduates are welcome.
Knowledge of rotating equipment and maintenance practices.
Strong problem-solving skills under time-sensitive conditions.

Career Development
This role offers a path toward reliability engineering, maintenance leadership, or plant management roles across SCG.

Contains bad word ""Mechanical"". Skipping this job!
",Skipped,Not Available
4312017282,https://www.linkedin.com/jobs/view/4312017282,Pending,2025-10-12 22:35:36.775510,2025-11-02 22:35:36.859248,Found a Bad Word in About Job,"
About the job
Dear Connections,
Exciting Opportunity at HCL Technologies, Bangalore! Join a team that values innovation, growth, and impactful work. Don't miss the chance to work with cutting-edge Project and be a part of something transformative!

#HCLTECH #WALKIN #BANGALORE

📅 Walkin Date: 11-Oct-25
⏲️ Timing: 9am - 2pm
📍 Venue: HCL Tech, Special Economic Zone, Common café 1st floor Jigani, 129, Bommasandra Jigani Link Rd, Industrial Area, Bengaluru, Karnataka 560105
📍Job Location: HCL, ITPL / Jigani - Bangalore

Contact Person: Cathrin Christina Y/Nivetha N

We are hiring for below positions for Bangalore location 

Position 1 : Mechanical design Engineer – Bachelor's Degree with CAD- Solidworks & NPD
Years of experience : 4 to 8+ Years
'👇👇👇click below link for detailed job description.
https://www.linkedin.com/jobs/view/4309243805


Position 2 : Mechanical design Engineer – Diploma
Years of Experience - 3 to 5 Years
'👇👇👇click below link for detailed job description
https://www.linkedin.com/jobs/view/4309229969

Position 3 : Mechanical design Engineer – Diploma/Bachelor Degree with Creo & Windchill
Years of Experience - 4 to 8 Years
'👇👇👇click below link for detailed job description
https://www.linkedin.com/jobs/view/4310704801

Please share your updated resume to cathrin_christinay@hcltech.com and fill the below form:

Applying for Bangalore location please click https://forms.office.com/Pages/ResponsePage.aspx?id=N-edGDrJWk-LaG9MqZQZEhwPUtQlH6dDl4JXufUtrgxUQ1J…



Note: Please Walkin only if you meet the mentioned requirement (Experience and skillset).
Candidates - Freshers & 2+ Years experiences are not considered for this requirement.



#WalkinDrive #Bangalore #MechanicalDesign #NPD#Designcalculation #newproductdesign #Semiconductor #spm #specialpurposemachine

Contains bad word ""Mechanical"". Skipping this job!
",Skipped,Not Available
4055142793,https://www.linkedin.com/jobs/view/4055142793,Pending,2025-11-02 18:35:39.704109,2025-11-02 22:35:39.762082,Found a Bad Word in About Job,"
About the job
About InvoiceCloud

InvoiceCloud is a fast-growing fintech company with an award-winning culture and a leading disruptor in the electronic bill presentment and payment (EBPP) space. Serving more than 3,200 customers across the utility, government, and insurance industries, InvoiceCloud’s secure and innovative SaaS platform enhances the customer experience, driving higher digital payment, AutoPay, and paperless adoption rates. By switching to InvoiceCloud, clients can improve customer engagement and satisfaction while lowering costs, accelerating payments, and reducing staff workloads. To learn more, visit InvoiceCloud.com.

Position Overview

The Platform Reliability Engineer will provide the team’s ongoing architectural evolution, development, and maintenance of the core platform focusing on payer & biller facing product solutions. This is an ideal opportunity for someone who is passionate about building delightful customer experience products in a highly scalable, reliable, and secure manner, leveraging agile principles and values, test driven development and continuous integration and deployment. We are looking for a strong business and technical problem solver, with a deep understanding of Platform Engineering principles, cloud-native technologies, and scalable enterprise architecture.

What You’ll Do

Collaboration: Work closely with development, QA, and product teams to ensure seamless integration and operation of new features and technologies.
Assist with operations activities to provision, maintain, and support existing platform.
Performance Analysis: Help analyze and optimize platform performance, identifying and implementing improvements to enhance speed, efficiency, and reliability.
Assist Incident post-mortems to drive continuous improvement into platform and software systems and processes.
Learning and Development: Continuously improve technical skills and knowledge through training, mentorship, and hands-on experience.
Contribute PCI, PADSS, SOC Type2, SOX audit initiatives
Execute against organizational KPIs.
Automation Assistance: Help develop and maintain automation scripts and tools to improve platform operations and reduce manual intervention.
Identify and recommend opportunities for continuously improving software engineering practices and productivity of teams for reliability and resiliency.
Assist in completing department wide quarterly and annual goals and initiatives.
Assist in surfacing forward-thinking cutting-edge tools and services that will improve efficiency and productivity within agile team development

Who We Seek

2+ years of Software Engineering experience in enterprise SaaS software development or operations, preferably within financial services or FinTech (banking, lending, payments)
Deep knowledge of Cloud services (PaaS/IaaS) – specifically Azure and ability expand into other clouds offerings.
Ability to manage and continuously optimize cloud utilization
Ability to build and follow devops practices – Specifically IaC and Security.
Ability to implement system observability (apps/infrastructure)
Experience in one or more of (Kubernetes, Teraform, Kong/NGIX, Redis, AzureDB)
Programming experience in IaC automation tools and languages – (Terraform, Ansible, powershell preferred).
Strong understanding of SRE concepts and culture, with a focus on leveraging software engineering tools, methodologies, and concepts
In-depth understanding of automation and CI/CD processes
Ability to engage and influence product leaders, lead systems architects, and engineering managers who are either associated with the function or affected by its outcome.
Technical experience in observability and traceability patterns and working with distributed architectures.
Strong communication skills and ability to articulate complex material to a diverse audience.
Experience working in highly regulated, security-focused environments (familiar with setting up controls and processes around HIPAA, PCI, SOC 2 or similar frameworks)

InvoiceCloud is an Equal Opportunity Employer. 

InvoiceCloud provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. 

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. 

If you have a disability under the Americans with Disabilities Act or similar law, or you require a religious accommodation, and you wish to discuss potential accommodations related to applying for employment at our company, please contact jobs@invoicecloud.com.

Click here to review InvoiceCloud's Job Applicant Privacy Policy.

To all recruitment agencies: InvoiceCloud does not accept agency resumes. Please do not forward resumes to our job’s alias, employees, or any other organization location. Invoice Cloud is not responsible for any fees related to unsolicited resumes. 

Contains bad word ""Perl"". Skipping this job!
",Skipped,Not Available
